Date/Time,Lat,Lon,Base
9/11/2014 22:20,40.7446,-73.9491,B02764
9/11/2014 22:20,40.7892,-73.9727,B02764
9/11/2014 22:20,40.8234,-74.2193,B02764
9/11/2014 22:18,40.7028,-73.9266,B02764
9/11/2014 22:18,40.824,-73.6434,B02764
9/11/2014 22:17,40.7539,-73.9675,B02764
9/11/2014 22:16,40.7733,-73.9532,B02764
9/11/2014 22:16,40.7146,-73.9403,B02764
9/11/2014 22:13,40.7983,-73.9336,B02764
9/11/2014 22:13,40.7491,-73.977,B02764
9/11/2014 22:13,40.8109,-73.4976,B02764
9/11/2014 22:12,40.7343,-73.858,B02764
9/11/2014 22:10,40.7729,-73.9161,B02764
9/11/2014 22:10,40.7454,-73.937,B02764
9/11/2014 22:10,40.774,-73.9894,B02764
9/11/2014 22:06,40.7172,-73.9995,B02764
9/11/2014 22:02,40.849,-73.8996,B02764
9/11/2014 22:00,40.7077,-74.0159,B02764
9/11/2014 21:58,40.7175,-73.9888,B02764
9/11/2014 21:56,40.7847,-73.9503,B02764
9/11/2014 21:55,40.7175,-74.0467,B02764
9/11/2014 21:52,40.6193,-73.9622,B02764
9/11/2014 21:48,40.7511,-73.9927,B02764
9/11/2014 21:48,40.8212,-73.9557,B02764
9/11/2014 21:45,40.7789,-73.95,B02764
9/11/2014 21:44,40.7735,-73.9835,B02764
9/11/2014 21:38,40.6938,-73.9623,B02764
9/11/2014 21:36,40.8373,-73.948,B02764
9/11/2014 21:35,40.672,-73.9873,B02764
9/11/2014 21:33,40.7294,-74.0033,B02764
9/11/2014 21:33,40.7795,-73.9859,B02764
9/11/2014 21:33,40.7742,-73.9592,B02764
9/11/2014 21:33,40.7876,-73.8493,B02764
9/11/2014 21:31,40.7558,-73.9675,B02764
9/11/2014 21:31,40.7294,-74.006,B02764
9/11/2014 21:30,40.6875,-74.0015,B02764
9/11/2014 21:30,40.6934,-73.943,B02764
9/11/2014 21:29,40.6781,-73.9448,B02764
9/11/2014 21:26,40.7936,-73.9707,B02764
9/11/2014 21:23,40.7657,-73.9189,B02764
9/11/2014 21:22,40.8563,-73.709,B02764
9/11/2014 21:22,40.7199,-73.8441,B02764
9/11/2014 21:20,40.8491,-73.8458,B02764
9/11/2014 21:19,40.7607,-73.9869,B02764
9/11/2014 21:18,40.6878,-73.9625,B02764
9/11/2014 21:17,40.691,-73.9895,B02764
9/11/2014 21:15,40.6865,-73.9793,B02764
9/11/2014 21:13,40.7244,-73.895,B02764
9/11/2014 21:11,40.759,-73.9881,B02764
9/11/2014 21:10,40.7629,-73.5033,B02764
9/11/2014 21:09,40.7701,-73.9848,B02764
9/11/2014 21:08,40.7175,-73.949,B02764
9/11/2014 21:05,40.7671,-73.8883,B02764
9/11/2014 21:03,40.8657,-73.9269,B02764
9/11/2014 21:02,40.6964,-73.8511,B02764
9/11/2014 21:01,40.7724,-73.9806,B02764
9/11/2014 21:01,40.7081,-73.9654,B02764
9/11/2014 21:01,40.8413,-73.9421,B02764
9/11/2014 20:56,40.6899,-73.9648,B02764
9/11/2014 20:55,40.7002,-73.83,B02764
9/11/2014 20:53,40.646,-73.7856,B02764
9/11/2014 20:52,40.7142,-73.9567,B02764
9/11/2014 20:47,40.7593,-73.9088,B02764
9/11/2014 20:47,40.8317,-73.9264,B02764
9/11/2014 20:44,40.858,-73.4667,B02764
9/11/2014 20:44,40.7386,-74.0296,B02764
9/11/2014 20:41,40.6488,-73.9773,B02764
9/11/2014 20:39,40.7998,-73.9642,B02764
9/11/2014 20:38,40.762,-74.0755,B02764
9/11/2014 20:36,40.7007,-73.9895,B02764
9/11/2014 20:33,40.8149,-73.9476,B02764
9/11/2014 20:32,40.6726,-73.9726,B02764
9/11/2014 20:32,40.7544,-74.0315,B02764
9/11/2014 20:32,40.8155,-73.924,B02764
9/11/2014 20:22,40.746,-74.046,B02764
9/11/2014 20:18,40.732,-73.9447,B02764
9/11/2014 20:18,40.6972,-74.067,B02764
9/11/2014 20:16,40.6975,-73.9374,B02764
9/11/2014 20:14,40.7414,-73.8578,B02764
9/11/2014 20:13,40.7627,-73.9853,B02764
9/11/2014 20:10,40.7376,-74.0396,B02764
9/11/2014 20:09,40.8095,-73.9601,B02764
9/11/2014 20:06,40.7277,-73.953,B02764
9/11/2014 20:06,40.6978,-73.9679,B02764
9/11/2014 20:05,40.72,-74.0429,B02764
9/11/2014 20:04,40.7494,-73.9688,B02764
9/11/2014 20:03,40.7057,-74.0064,B02764
9/11/2014 20:03,40.7455,-73.8886,B02764
9/11/2014 20:02,40.7581,-73.9667,B02764
9/11/2014 20:01,40.6698,-73.9791,B02764
9/11/2014 20:01,40.6909,-73.9166,B02764
9/11/2014 19:57,40.7142,-73.9498,B02764
9/11/2014 19:55,40.6965,-73.9348,B02764
9/11/2014 19:55,40.6254,-74.0264,B02764
9/11/2014 19:54,40.8892,-73.9456,B02764
9/11/2014 19:51,40.755,-73.9804,B02764
9/11/2014 19:50,40.6954,-73.9151,B02764
9/11/2014 19:50,40.6901,-74.2953,B02764
9/11/2014 19:48,40.7034,-73.8003,B02764
9/11/2014 19:48,40.6174,-74.0285,B02764
9/11/2014 19:47,40.6775,-73.9766,B02764
9/11/2014 19:42,40.8114,-73.9501,B02764
9/11/2014 19:41,40.6368,-74.0364,B02764
9/11/2014 19:40,40.7347,-74.0632,B02764
9/11/2014 19:34,40.7092,-74.0178,B02764
9/11/2014 19:34,40.7497,-73.9738,B02764
9/11/2014 19:33,40.7447,-73.9729,B02764
9/11/2014 19:32,40.8735,-73.8541,B02764
9/11/2014 19:32,40.6861,-73.9911,B02764
9/11/2014 19:32,40.7911,-73.9689,B02764
9/11/2014 19:27,40.7572,-73.9702,B02764
9/11/2014 19:26,40.8141,-73.9408,B02764
9/11/2014 19:25,40.7328,-73.9932,B02764
9/11/2014 19:23,40.6056,-74.0737,B02764
9/11/2014 19:22,40.7772,-73.906,B02764
9/11/2014 19:21,40.7615,-73.9985,B02764
9/11/2014 19:19,40.6368,-74.0294,B02764
9/11/2014 19:13,40.728,-73.9574,B02764
9/11/2014 19:12,40.7429,-73.9801,B02764
9/11/2014 19:12,40.7152,-73.9363,B02764
9/11/2014 19:07,40.9972,-74.1069,B02764
9/11/2014 19:05,40.6408,-73.9582,B02764
9/11/2014 19:05,40.696,-73.9174,B02764
9/11/2014 19:02,40.7156,-73.9479,B02764
9/11/2014 19:01,40.7671,-73.9859,B02764
9/11/2014 19:01,40.8606,-73.8895,B02764
9/11/2014 19:00,40.7306,-74.0716,B02764
9/11/2014 19:00,40.6761,-73.9506,B02764
9/11/2014 18:59,40.8719,-73.9197,B02764
9/11/2014 18:58,40.6945,-73.916,B02764
9/11/2014 18:57,40.8238,-73.503,B02764
9/11/2014 18:55,40.7304,-74.0104,B02764
9/11/2014 18:54,40.6284,-74.0025,B02764
9/11/2014 18:51,40.7294,-73.991,B02764
9/11/2014 18:50,40.7318,-73.9524,B02764
9/11/2014 18:47,40.6673,-73.9779,B02764
9/11/2014 18:44,40.756,-73.9269,B02764
9/11/2014 18:42,40.8161,-73.9587,B02764
9/11/2014 18:41,40.8207,-73.8912,B02764
9/11/2014 18:41,40.8984,-73.9033,B02764
9/11/2014 18:40,40.7664,-73.9674,B02764
9/11/2014 18:39,40.7362,-73.9988,B02764
9/11/2014 18:38,40.7571,-73.9316,B02764
9/11/2014 18:38,40.7058,-74.0043,B02764
9/11/2014 18:36,40.8561,-73.9341,B02764
9/11/2014 18:35,40.8151,-73.9393,B02764
9/11/2014 18:35,40.7208,-73.959,B02764
9/11/2014 18:34,40.746,-73.9126,B02764
9/11/2014 18:33,40.6814,-73.9891,B02764
9/11/2014 18:33,40.5983,-73.9582,B02764
9/11/2014 18:32,40.7602,-74.417,B02764
9/11/2014 18:28,40.7627,-73.9601,B02764
9/11/2014 18:28,40.7072,-73.7901,B02764
9/11/2014 18:28,40.6012,-73.9694,B02764
9/11/2014 18:27,40.7109,-74.0033,B02764
9/11/2014 18:26,40.6559,-73.7394,B02764
9/11/2014 18:23,40.7283,-74.002,B02764
9/11/2014 18:22,40.8387,-73.9422,B02764
9/11/2014 18:22,40.7696,-73.8672,B02764
9/11/2014 18:19,40.8206,-73.9509,B02764
9/11/2014 18:19,40.6808,-73.9453,B02764
9/11/2014 18:18,40.7474,-74.0027,B02764
9/11/2014 18:15,40.81,-73.1662,B02764
9/11/2014 18:15,40.6906,-73.9318,B02764
9/11/2014 18:13,40.6458,-74.0238,B02764
9/11/2014 18:05,40.781,-73.8029,B02764
9/11/2014 18:05,40.7628,-73.9704,B02764
9/11/2014 18:04,40.696,-73.9838,B02764
9/11/2014 18:04,40.8304,-73.9474,B02764
9/11/2014 18:03,40.6803,-73.8427,B02764
9/11/2014 18:03,40.7373,-73.979,B02764
9/11/2014 18:02,40.6866,-73.9961,B02764
9/11/2014 18:02,40.6859,-73.9536,B02764
9/11/2014 18:01,40.7384,-73.9906,B02764
9/11/2014 18:00,40.6771,-73.9219,B02764
9/11/2014 18:00,40.6799,-73.9792,B02764
9/11/2014 18:00,40.9356,-73.8991,B02764
9/11/2014 17:59,40.7676,-73.9822,B02764
9/11/2014 17:56,40.6726,-73.9902,B02764
9/11/2014 17:55,40.7398,-73.9965,B02764
9/11/2014 17:54,40.6781,-73.9416,B02764
9/11/2014 17:53,40.7254,-73.8574,B02764
9/11/2014 17:53,40.6954,-73.9937,B02764
9/11/2014 17:52,40.7496,-73.9768,B02764
9/11/2014 17:52,40.6662,-73.9326,B02764
9/11/2014 17:51,40.8222,-73.8426,B02764
9/11/2014 17:50,40.6583,-74.0065,B02764
9/11/2014 17:50,40.7197,-73.8094,B02764
9/11/2014 17:50,40.7258,-73.949,B02764
9/11/2014 17:48,40.7103,-74.0061,B02764
9/11/2014 17:47,40.7582,-73.9918,B02764
9/11/2014 17:44,40.7451,-73.9961,B02764
9/11/2014 17:43,40.7394,-73.9807,B02764
9/11/2014 17:42,40.721,-73.8553,B02764
9/11/2014 17:41,40.6279,-73.997,B02764
9/11/2014 17:41,40.7116,-73.9663,B02764
9/11/2014 17:38,40.8514,-73.9304,B02764
9/11/2014 17:36,40.7095,-73.9487,B02764
9/11/2014 17:36,40.6883,-73.9323,B02764
9/11/2014 17:36,40.7769,-73.9495,B02764
9/11/2014 17:35,40.695,-73.9976,B02764
9/11/2014 17:35,40.7595,-73.9052,B02764
9/11/2014 17:34,40.7811,-73.9504,B02764
9/11/2014 17:33,40.7726,-73.9468,B02764
9/11/2014 17:32,40.8098,-73.7359,B02764
9/11/2014 17:31,40.7137,-73.9992,B02764
9/11/2014 17:31,40.7054,-74.006,B02764
9/11/2014 17:29,40.692,-73.9195,B02764
9/11/2014 17:28,40.7922,-73.9681,B02764
9/11/2014 17:27,40.8792,-74.0516,B02764
9/11/2014 17:25,40.6613,-73.99,B02764
9/11/2014 17:24,40.7497,-73.9692,B02764
9/11/2014 17:24,40.7505,-73.9931,B02764
9/11/2014 17:22,40.6466,-74.0082,B02764
9/11/2014 17:19,40.7604,-73.8344,B02764
9/11/2014 17:17,40.6659,-73.9777,B02764
9/11/2014 17:16,40.7846,-73.9579,B02764
9/11/2014 17:16,40.7262,-74.0111,B02764
9/11/2014 17:13,40.8066,-73.9601,B02764
9/11/2014 17:13,40.6973,-73.9687,B02764
9/11/2014 17:10,40.7714,-73.9873,B02764
9/11/2014 17:10,40.7981,-73.9352,B02764
9/11/2014 17:10,40.6915,-73.9937,B02764
9/11/2014 17:09,40.6896,-73.9669,B02764
9/11/2014 17:09,40.6795,-73.9844,B02764
9/11/2014 17:09,40.6815,-73.879,B02764
9/11/2014 17:08,40.7464,-73.9466,B02764
9/11/2014 17:07,40.7041,-74.0113,B02764
9/11/2014 17:07,40.7831,-73.9581,B02764
9/11/2014 17:05,40.676,-73.9863,B02764
9/11/2014 17:05,40.7471,-73.944,B02764
9/11/2014 17:04,40.7528,-73.9071,B02764
9/11/2014 17:03,40.8905,-73.9066,B02764
9/11/2014 17:02,40.7553,-73.992,B02764
9/11/2014 17:00,40.6189,-73.9897,B02764
9/11/2014 16:59,40.7474,-73.9767,B02764
9/11/2014 16:57,40.6477,-73.7812,B02764
9/11/2014 16:57,40.756,-73.8997,B02764
9/11/2014 16:54,41.0065,-73.6586,B02764
9/11/2014 16:54,40.7664,-73.9811,B02764
9/11/2014 16:53,40.7316,-73.9926,B02764
9/11/2014 16:49,40.7001,-73.9475,B02764
9/11/2014 16:49,40.714,-73.5989,B02764
9/11/2014 16:49,40.7654,-73.957,B02764
9/11/2014 16:48,40.6815,-73.9518,B02764
9/11/2014 16:47,40.7267,-74.0431,B02764
9/11/2014 16:46,40.7823,-73.96,B02764
9/11/2014 16:45,40.9482,-73.0674,B02764
9/11/2014 16:43,40.7599,-73.9826,B02764
9/11/2014 16:41,40.7259,-74.0355,B02764
9/11/2014 16:41,40.7374,-73.9339,B02764
9/11/2014 16:39,40.616,-74.123,B02764
9/11/2014 16:38,40.8789,-73.8238,B02764
9/11/2014 16:36,40.8019,-73.7259,B02764
9/11/2014 16:34,40.7537,-73.9354,B02764
9/11/2014 16:34,40.7133,-74.0629,B02764
9/11/2014 16:33,40.7535,-73.9863,B02764
9/11/2014 16:31,40.7981,-73.5427,B02764
9/11/2014 16:31,40.7691,-73.9753,B02764
9/11/2014 16:31,40.838,-73.9446,B02764
9/11/2014 16:30,40.6964,-73.9598,B02764
9/11/2014 16:28,40.7588,-73.6991,B02764
9/11/2014 16:28,40.7627,-73.9632,B02764
9/11/2014 16:27,40.7647,-73.9802,B02764
9/11/2014 16:25,40.6881,-73.921,B02764
9/11/2014 16:22,40.7609,-73.9633,B02764
9/11/2014 16:15,40.7113,-73.9633,B02764
9/11/2014 16:14,40.7684,-73.9957,B02764
9/11/2014 16:13,40.6664,-73.9911,B02764
9/11/2014 16:10,40.7162,-73.9509,B02764
9/11/2014 16:10,40.7654,-73.9704,B02764
9/11/2014 16:08,40.708,-73.9627,B02764
9/11/2014 16:08,40.6519,-73.9045,B02764
9/11/2014 16:07,40.6563,-73.8944,B02764
9/11/2014 16:06,40.7676,-73.9175,B02764
9/11/2014 16:05,40.7447,-73.9752,B02764
9/11/2014 16:05,40.635,-73.9813,B02764
9/11/2014 16:04,40.6927,-73.9944,B02764
9/11/2014 16:01,40.7555,-73.9362,B02764
9/11/2014 16:01,40.8626,-73.8903,B02764
9/11/2014 16:00,40.632,-73.9527,B02764
9/11/2014 15:55,41.0448,-73.6887,B02764
9/11/2014 15:55,40.7415,-73.9962,B02764
9/11/2014 15:53,40.8681,-73.8929,B02764
9/11/2014 15:51,40.7,-73.9676,B02764
9/11/2014 15:50,40.7301,-74.0091,B02764
9/11/2014 15:48,40.7067,-73.9495,B02764
9/11/2014 15:46,40.7533,-73.9697,B02764
9/11/2014 15:46,40.7563,-73.9771,B02764
9/11/2014 15:44,40.8411,-73.9446,B02764
9/11/2014 15:40,40.7196,-73.9562,B02764
9/11/2014 15:33,40.7019,-73.9372,B02764
9/11/2014 15:31,40.7341,-73.5985,B02764
9/11/2014 15:30,40.8536,-73.8731,B02764
9/11/2014 15:27,40.6644,-73.9399,B02764
9/11/2014 15:26,40.7527,-73.9867,B02764
9/11/2014 15:25,40.7202,-74.0095,B02764
9/11/2014 15:25,40.7102,-74.0148,B02764
9/11/2014 15:23,40.7278,-74.0434,B02764
9/11/2014 15:23,40.7519,-73.9699,B02764
9/11/2014 15:22,40.7472,-73.9902,B02764
9/11/2014 15:22,40.7602,-73.9705,B02764
9/11/2014 15:21,40.7035,-73.8859,B02764
9/11/2014 15:21,40.7482,-73.9388,B02764
9/11/2014 15:20,40.6969,-73.9538,B02764
9/11/2014 15:19,40.711,-74.0032,B02764
9/11/2014 15:19,40.7163,-73.9962,B02764
9/11/2014 15:18,40.7457,-73.8867,B02764
9/11/2014 15:15,40.7221,-74.0064,B02764
9/11/2014 15:12,40.7965,-73.9723,B02764
9/11/2014 15:12,40.79,-73.9526,B02764
9/11/2014 15:12,40.8246,-73.9477,B02764
9/11/2014 15:11,40.6548,-73.9595,B02764
9/11/2014 15:10,40.8554,-73.9379,B02764
9/11/2014 15:10,40.7726,-73.981,B02764
9/11/2014 15:08,40.6748,-73.8077,B02764
9/11/2014 15:07,40.7908,-73.9784,B02764
9/11/2014 15:07,40.759,-73.9605,B02764
9/11/2014 15:02,40.6708,-73.9738,B02764
9/11/2014 15:02,40.7117,-73.9969,B02764
9/11/2014 15:02,40.8634,-73.8675,B02764
9/11/2014 15:01,40.7409,-73.9525,B02764
9/11/2014 15:01,40.7451,-73.5911,B02764
9/11/2014 15:00,40.8058,-73.9056,B02764
9/11/2014 14:58,40.7196,-73.9775,B02764
9/11/2014 14:57,40.7898,-73.9723,B02764
9/11/2014 14:56,40.6607,-73.8535,B02764
9/11/2014 14:55,40.838,-73.9386,B02764
9/11/2014 14:54,40.7895,-73.9699,B02764
9/11/2014 14:50,40.6719,-73.9595,B02764
9/11/2014 14:47,40.7577,-73.9664,B02764
9/11/2014 14:45,40.8041,-73.9556,B02764
9/11/2014 14:44,40.6356,-73.9088,B02764
9/11/2014 14:43,40.6463,-73.784,B02764
9/11/2014 14:43,40.6393,-73.9985,B02764
9/11/2014 14:42,40.6392,-73.999,B02764
9/11/2014 14:38,40.6492,-73.7856,B02764
9/11/2014 14:36,40.6922,-73.9844,B02764
9/11/2014 14:35,40.691,-73.9967,B02764
9/11/2014 14:35,40.701,-74.0645,B02764
9/11/2014 14:29,40.7803,-73.659,B02764
9/11/2014 14:28,40.7288,-73.9826,B02764
9/11/2014 14:26,40.5992,-73.9691,B02764
9/11/2014 14:23,40.8441,-73.8265,B02764
9/11/2014 14:23,40.7289,-73.9969,B02764
9/11/2014 14:21,40.7156,-73.9941,B02764
9/11/2014 14:21,40.7182,-74.0684,B02764
9/11/2014 14:21,40.7477,-74.0097,B02764
9/11/2014 14:20,40.7341,-73.5982,B02764
9/11/2014 14:17,40.6187,-73.9415,B02764
9/11/2014 14:16,40.7509,-73.9855,B02764
9/11/2014 14:12,40.7048,-74.0166,B02764
9/11/2014 14:11,40.6356,-73.9947,B02764
9/11/2014 14:09,40.6709,-73.9542,B02764
9/11/2014 14:08,40.8471,-73.9389,B02764
9/11/2014 14:06,40.7157,-74.0347,B02764
9/11/2014 14:06,40.7787,-73.9841,B02764
9/11/2014 14:06,40.7067,-74.0059,B02764
9/11/2014 14:05,40.8324,-73.9099,B02764
9/11/2014 14:03,40.713,-73.9854,B02764
9/11/2014 14:02,40.7484,-73.9736,B02764
9/11/2014 13:59,40.7726,-73.9505,B02764
9/11/2014 13:57,40.6398,-73.9532,B02764
9/11/2014 13:55,40.6934,-73.9872,B02764
9/11/2014 13:53,40.7114,-73.925,B02764
9/11/2014 13:53,40.7462,-73.9554,B02764
9/11/2014 13:52,40.6746,-73.963,B02764
9/11/2014 13:51,40.7937,-73.9717,B02764
9/11/2014 13:48,40.6521,-73.942,B02764
9/11/2014 13:46,40.7095,-73.9354,B02764
9/11/2014 13:43,40.9889,-73.807,B02764
9/11/2014 13:39,40.66,-73.9532,B02764
9/11/2014 13:35,40.7103,-74.0058,B02764
9/11/2014 13:35,40.7886,-73.969,B02764
9/11/2014 13:34,40.6928,-74.4122,B02764
9/11/2014 13:31,40.8017,-73.943,B02764
9/11/2014 13:31,40.8337,-73.9262,B02764
9/11/2014 13:30,40.7568,-73.9967,B02764
9/11/2014 13:30,40.6727,-73.9698,B02764
9/11/2014 13:29,40.896,-73.8982,B02764
9/11/2014 13:29,40.7573,-73.9303,B02764
9/11/2014 13:28,40.7658,-73.9848,B02764
9/11/2014 13:27,40.8551,-73.9369,B02764
9/11/2014 13:27,40.7684,-73.918,B02764
9/11/2014 13:26,40.7886,-73.9764,B02764
9/11/2014 13:24,40.7833,-73.9567,B02764
9/11/2014 13:20,40.7423,-73.9922,B02764
9/11/2014 13:20,40.7497,-73.9517,B02764
9/11/2014 13:17,40.7354,-73.9859,B02764
9/11/2014 13:16,40.7383,-73.7607,B02764
9/11/2014 13:13,40.7067,-74.0061,B02764
9/11/2014 13:09,40.6727,-74.2184,B02764
9/11/2014 13:09,40.6743,-73.9998,B02764
9/11/2014 13:05,40.6744,-73.9514,B02764
9/11/2014 13:05,40.7748,-73.9481,B02764
9/11/2014 13:03,40.7727,-73.9865,B02764
9/11/2014 13:03,40.7323,-73.9546,B02764
9/11/2014 13:01,40.733,-73.864,B02764
9/11/2014 12:59,40.7899,-73.7279,B02764
9/11/2014 12:54,40.658,-73.9985,B02764
9/11/2014 12:53,40.7558,-73.9236,B02764
9/11/2014 12:52,40.6964,-73.9665,B02764
9/11/2014 12:45,40.8057,-73.9658,B02764
9/11/2014 12:41,40.7539,-73.9714,B02764
9/11/2014 12:40,40.7151,-74.0023,B02764
9/11/2014 12:37,40.7967,-73.9685,B02764
9/11/2014 12:30,40.8529,-73.9307,B02764
9/11/2014 12:29,40.7103,-73.935,B02764
9/11/2014 12:28,40.7362,-74.0076,B02764
9/11/2014 12:24,40.715,-73.9136,B02764
9/11/2014 12:22,40.8029,-73.9516,B02764
9/11/2014 12:12,40.8147,-73.9405,B02764
9/11/2014 12:10,40.7078,-73.7387,B02764
9/11/2014 12:06,40.7967,-73.9723,B02764
9/11/2014 12:05,40.7605,-73.5656,B02764
9/11/2014 12:05,40.8064,-73.9362,B02764
9/11/2014 12:05,41.0384,-73.7665,B02764
9/11/2014 12:04,40.7574,-73.6949,B02764
9/11/2014 12:00,40.6895,-73.9999,B02764
9/11/2014 11:57,40.6787,-73.9646,B02764
9/11/2014 11:57,40.688,-73.9853,B02764
9/11/2014 11:56,40.679,-73.9413,B02764
9/11/2014 11:50,40.7808,-73.9484,B02764
9/11/2014 11:49,40.9383,-73.8263,B02764
9/11/2014 11:45,40.7782,-73.9857,B02764
9/11/2014 11:42,40.7347,-73.955,B02764
9/11/2014 11:42,40.7728,-73.9328,B02764
9/11/2014 11:39,40.7327,-73.9431,B02764
9/11/2014 11:36,40.7911,-73.6435,B02764
9/11/2014 11:34,40.7082,-73.6837,B02764
9/11/2014 11:34,40.6675,-73.8974,B02764
9/11/2014 11:33,41.0293,-73.7688,B02764
9/11/2014 11:33,40.6326,-74.0244,B02764
9/11/2014 11:28,40.5982,-73.9625,B02764
9/11/2014 11:27,40.6722,-73.9807,B02764
9/11/2014 11:26,40.6993,-73.9314,B02764
9/11/2014 11:24,40.7279,-73.9969,B02764
9/11/2014 11:20,40.6711,-73.6439,B02764
9/11/2014 11:18,40.7276,-74.0107,B02764
9/11/2014 11:17,40.8363,-73.9446,B02764
9/11/2014 11:15,40.7528,-74.0298,B02764
9/11/2014 11:15,40.7559,-73.927,B02764
9/11/2014 11:14,40.8109,-73.9369,B02764
9/11/2014 11:13,40.631,-73.9772,B02764
9/11/2014 11:06,40.6857,-73.9733,B02764
9/11/2014 11:06,40.7091,-73.9641,B02764
9/11/2014 11:04,40.7406,-73.9582,B02764
9/11/2014 11:00,40.7128,-73.9458,B02764
9/11/2014 10:59,40.5841,-73.9387,B02764
9/11/2014 10:58,40.728,-74.0096,B02764
9/11/2014 10:58,40.7429,-73.9843,B02764
9/11/2014 10:54,40.6243,-74.0347,B02764
9/11/2014 10:53,40.8543,-73.9119,B02764
9/11/2014 10:52,40.8006,-73.9524,B02764
9/11/2014 10:51,40.701,-73.9038,B02764
9/11/2014 10:48,40.8441,-73.914,B02764
9/11/2014 10:44,40.6862,-73.9941,B02764
9/11/2014 10:41,40.6817,-73.9119,B02764
9/11/2014 10:39,40.7289,-74.0081,B02764
9/11/2014 10:38,40.6706,-73.9504,B02764
9/11/2014 10:35,40.7073,-73.9432,B02764
9/11/2014 10:31,40.8819,-73.88,B02764
9/11/2014 10:28,40.6857,-74.0005,B02764
9/11/2014 10:23,40.7195,-73.9643,B02764
9/11/2014 10:21,40.918,-73.8162,B02764
9/11/2014 10:21,40.7828,-73.9106,B02764
9/11/2014 10:18,40.6945,-73.9906,B02764
9/11/2014 10:17,40.7585,-73.9874,B02764
9/11/2014 10:16,40.7227,-74.0069,B02764
9/11/2014 10:12,40.7611,-73.9675,B02764
9/11/2014 10:12,40.7247,-74.0012,B02764
9/11/2014 10:11,40.8371,-73.9273,B02764
9/11/2014 10:09,40.7289,-74.055,B02764
9/11/2014 10:09,40.8079,-73.9602,B02764
9/11/2014 10:07,40.7245,-73.9781,B02764
9/11/2014 10:07,40.6829,-73.9278,B02764
9/11/2014 10:07,40.6168,-74.0358,B02764
9/11/2014 10:04,40.8189,-73.5094,B02764
9/11/2014 10:03,40.8485,-73.8455,B02764
9/11/2014 10:01,40.736,-73.9595,B02764
9/11/2014 9:58,40.8111,-73.9579,B02764
9/11/2014 9:56,40.7578,-73.9991,B02764
9/11/2014 9:55,40.736,-73.934,B02764
9/11/2014 9:55,40.6012,-73.9604,B02764
9/11/2014 9:53,40.7473,-73.9759,B02764
9/11/2014 9:51,40.6555,-73.9138,B02764
9/11/2014 9:51,40.712,-73.948,B02764
9/11/2014 9:50,41.0351,-73.7698,B02764
9/11/2014 9:50,40.6316,-73.9526,B02764
9/11/2014 9:48,40.7394,-73.9821,B02764
9/11/2014 9:46,40.758,-73.992,B02764
9/11/2014 9:39,40.86,-73.891,B02764
9/11/2014 9:38,40.6887,-73.9352,B02764
9/11/2014 9:37,40.7264,-74.0108,B02764
9/11/2014 9:34,40.7432,-73.9741,B02764
9/11/2014 9:33,40.6943,-73.9691,B02764
