ROUTE,EMBARK_PORT,DISEMBARK_PORT,CABIN_TYPE,DURATION,CRUISE_REGION,BOOKING_WEEK_PRIOR,CANCEL_WEEK_PRIOR,EMBARK_REGION,DEBARK_REGION,PRICE_PAID,NO_OF_PEOPLE_ON_BOOKING
SOU-BNE,SOU,BNE,I,47,West Bound,31,,UK,Australia - Queensland,3033.138069,2
AKL-SYD,AKL,SYD,B,4,New Zealand,22,21,New Zealand,Australia - New South Wales,432.0284337,2
AKL-SYD,AKL,SYD,B,4,New Zealand,22,,New Zealand,Australia - New South Wales,352.3542944,2
SOU-SOU,SOU,SOU,B,99,West Bound,45,,UK,UK,16530.65252,2
SOU-SOU,SOU,SOU,B,99,West Bound,29,6,UK,UK,14695.6834,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,78,,Australia - New South Wales,UK,9244.290091,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,21,19,Australia - New South Wales,UK,9049.304679,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,18,,Australia - New South Wales,UK,5798.976484,1
HKG-DXB,HKG,DXB,I,17,Southeast Asia,41,40,China - Southern,UAE,2017.418046,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,37,,UK,USA - West Coast,2261.639996,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,36,,UK,USA - West Coast,2114.851668,2
AKL-SYD,AKL,SYD,B,4,New Zealand,10,,New Zealand,Australia - New South Wales,353.7805693,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,15,,Australia - New South Wales,China - Southern,1495.127679,2
SOU-SYD,SOU,SYD,B,44,West Bound,62,,UK,Australia - New South Wales,6187.831659,2
HKG-SOU,HKG,SOU,I,36,Southeast Asia,102,,China - Southern,UK,4540.419644,2
HKG-SOU,HKG,SOU,O,36,Southeast Asia,53,,China - Southern,UK,5079.886437,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,34,,UK,USA - West Coast,1863.317675,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,24,22,Australia - New South Wales,China - Southern,3311.120497,2
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,6,6,Australia - New South Wales,China - Southern,1428.01425,2
SOU-AKL,SOU,AKL,B,40,West Bound,36,,UK,New Zealand,6638.991111,2
SOU-AKL,SOU,AKL,B,40,West Bound,36,34,UK,New Zealand,5887.44455,2
SOU-AKL,SOU,AKL,B,40,West Bound,43,,UK,New Zealand,6870.339566,2
SOU-SYD,SOU,SYD,O,44,West Bound,33,13,UK,Australia - New South Wales,2397.50182,2
SOU-SYD,SOU,SYD,O,44,West Bound,34,,UK,Australia - New South Wales,3526.001206,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,55,,China - Southern,UAE,3214.678343,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,60,,Singapore,UAE,2105.079455,2
SOU-SOU,SOU,SOU,B,99,West Bound,71,,UK,UK,12715.94952,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,48,,Australia - New South Wales,China - Southern,3506.37755,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,57,,Australia - New South Wales,Singapore,4022.848758,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,43,13,Australia - New South Wales,Singapore,4699.368881,2
SOU-AKL,SOU,AKL,I,40,West Bound,60,,UK,New Zealand,4356.548387,2
SFO-SYD,SFO,SYD,B,20,South Pacific,63,,USA - West Coast,Australia - New South Wales,3429.477882,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,60,60,China - Southern,UK,5632.021057,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,40,,Singapore,UK,5694.430443,2
SOU-SOU,SOU,SOU,B,99,West Bound,62,15,UK,UK,17084.3953,2
SOU-SOU,SOU,SOU,S,99,West Bound,84,,UK,UK,26390.57417,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,35,,Australia - New South Wales,Singapore,2955.226846,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,40,38,Australia - New South Wales,UK,5804.322145,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,57,,UK,USA - West Coast,2671.677997,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,15,,Australia - Queensland,China - Southern,2246.494279,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,34,,UK,USA - West Coast,2069.473915,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,34,,UK,USA - West Coast,2184.633813,2
SFO-SYD,SFO,SYD,O,20,South Pacific,35,,USA - West Coast,Australia - New South Wales,2940.137733,2
SIN-SOU,SIN,SOU,I,30,Southern Asia,12,10,Singapore,UK,2359.050345,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,39,,Singapore,UK,5761.474247,2
DXB-SOU,DXB,SOU,B,19,Middle East,30,,UAE,UK,2350.030872,2
DXB-SOU,DXB,SOU,B,19,Middle East,59,,UAE,UK,2743.072123,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,38,,UK,USA - West Coast,1941.872499,2
BNE-SOU,BNE,SOU,I,52,Southeast Asia,91,,Australia - Queensland,UK,6656.767688,2
AKL-SOU,AKL,SOU,B,59,Southeast Asia,92,50,New Zealand,UK,9109.95111,2
DXB-SOU,DXB,SOU,O,19,Middle East,70,70,UAE,UK,2349.935677,2
DXB-SOU,DXB,SOU,B,19,Middle East,33,,UAE,UK,2006.428381,2
DXB-SOU,DXB,SOU,B,19,Middle East,41,,UAE,UK,1601.132815,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,66,,Australia - Queensland,UK,7582.12769,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,95,30,China - Southern,UAE,3057.649792,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,32,32,UK,USA - West Coast,2820.91744,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,15,,UK,USA - West Coast,8200.370622,1
HKG-DXB,HKG,DXB,B,17,Southeast Asia,59,,China - Southern,UAE,2943.569786,2
SOU-SOU,SOU,SOU,B,99,West Bound,88,,UK,UK,14623.32618,2
SOU-SOU,SOU,SOU,B,99,West Bound,81,,UK,UK,14753.18133,2
AKL-SYD,AKL,SYD,B,4,New Zealand,18,,New Zealand,Australia - New South Wales,291.3485017,2
SOU-SYD,SOU,SYD,B,44,West Bound,69,59,UK,Australia - New South Wales,6579.886667,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,98,,China - Southern,UAE,2905.530669,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,60,9,China - Southern,UAE,3219.039595,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,57,,China - Southern,UAE,3271.220763,2
SOU-SOU,SOU,SOU,S,99,West Bound,93,93,UK,UK,33016.3564,1
HKG-DXB,HKG,DXB,B,17,Southeast Asia,54,,China - Southern,UAE,2297.65035,2
SOU-SOU,SOU,SOU,B,99,West Bound,79,16,UK,UK,12600.13006,3
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,43,,Australia - New South Wales,China - Southern,2705.211871,2
SOU-SYD,SOU,SYD,B,44,West Bound,35,,UK,Australia - New South Wales,3627.976041,2
SOU-SYD,SOU,SYD,O,44,West Bound,34,,UK,Australia - New South Wales,5715.312849,2
SOU-AKL,SOU,AKL,I,40,West Bound,28,,UK,New Zealand,7389.261808,1
HKG-DXB,HKG,DXB,B,17,Southeast Asia,54,,China - Southern,UAE,2903.935516,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,74,,China - Southern,UK,6247.9485,2
SOU-SOU,SOU,SOU,B,99,West Bound,63,,UK,UK,13413.03802,2
SIN-SOU,SIN,SOU,I,30,Southern Asia,77,,Singapore,UK,2957.677537,2
SOU-SOU,SOU,SOU,B,99,West Bound,35,13,UK,UK,13931.56362,2
SOU-SYD,SOU,SYD,B,44,West Bound,7,,UK,Australia - New South Wales,8501.441576,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,33,,UK,USA - West Coast,1943.757052,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,41,,China - Southern,UK,6249.167609,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,41,,China - Southern,UK,6267.419222,2
HKG-SOU,HKG,SOU,O,36,Southeast Asia,54,,China - Southern,UK,4403.662689,2
DXB-SOU,DXB,SOU,B,19,Middle East,65,,UAE,UK,2663.659818,2
DXB-SOU,DXB,SOU,O,19,Middle East,28,,UAE,UK,1782.256779,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,18,,Australia - New South Wales,Singapore,4483.346464,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,36,,Singapore,UAE,1920.099116,2
SOU-SOU,SOU,SOU,B,99,West Bound,40,,UK,UK,29782.25007,1
SOU-SOU,SOU,SOU,I,99,West Bound,29,28,UK,UK,16189.15224,1
SFO-SYD,SFO,SYD,B,20,South Pacific,38,,USA - West Coast,Australia - New South Wales,3612.821694,2
SFO-SYD,SFO,SYD,B,20,South Pacific,10,,USA - West Coast,Australia - New South Wales,3916.416501,2
SOU-SOU,SOU,SOU,B,99,West Bound,74,,UK,UK,14038.3489,2
SOU-SOU,SOU,SOU,O,99,West Bound,62,,UK,UK,10247.39009,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,65,65,Singapore,UK,3397.785947,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,42,,Singapore,UK,5096.112095,2
SOU-SOU,SOU,SOU,B,99,West Bound,42,,UK,UK,12442.65598,2
SOU-SYD,SOU,SYD,O,44,West Bound,86,38,UK,Australia - New South Wales,10865.20508,1
SOU-SYD,SOU,SYD,I,44,West Bound,37,,UK,Australia - New South Wales,3344.703061,2
SOU-SYD,SOU,SYD,B,44,West Bound,37,37,UK,Australia - New South Wales,6887.45882,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,15,,Australia - Queensland,China - Southern,1156.661979,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,100,,China - Southern,UAE,3266.640266,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,99,21,China - Southern,UAE,3088.778097,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,73,,China - Southern,UAE,3393.634673,2
AKL-DXB,AKL,DXB,B,40,Southeast Asia,66,,New Zealand,UAE,7211.980857,2
SOU-SOU,SOU,SOU,B,99,West Bound,61,,UK,UK,13262.06007,2
SOU-SOU,SOU,SOU,B,99,West Bound,37,18,UK,UK,24942.96275,1
SOU-SOU,SOU,SOU,B,99,West Bound,12,,UK,UK,13540.09845,2
DXB-SOU,DXB,SOU,I,19,Middle East,19,,UAE,UK,2188.882475,2
SOU-SYD,SOU,SYD,O,44,West Bound,33,,UK,Australia - New South Wales,5327.30068,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,62,,UK,USA - West Coast,3868.556577,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,38,,UK,USA - West Coast,1278.144156,2
SFO-AKL,SFO,AKL,B,16,South Pacific,80,,USA - West Coast,New Zealand,3310.779509,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,17,,Australia - New South Wales,Australia - Queensland,416.8314061,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,56,,Australia - New South Wales,China - Southern,3721.648853,1
SOU-SOU,SOU,SOU,S,99,West Bound,8,7,UK,UK,45683.47307,1
SOU-SOU,SOU,SOU,I,99,West Bound,7,,UK,UK,15875.34127,1
SOU-SOU,SOU,SOU,S,99,West Bound,44,,UK,UK,23964.8149,2
DXB-SOU,DXB,SOU,B,19,Middle East,21,,UAE,UK,2671.381925,2
DXB-SOU,DXB,SOU,B,19,Middle East,56,,UAE,UK,2963.066425,2
SFO-AKL,SFO,AKL,I,16,South Pacific,16,,USA - West Coast,New Zealand,2004.728132,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,14,,UK,USA - West Coast,2018.90151,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,12,,UK,USA - West Coast,5418.20062,2
SFO-AKL,SFO,AKL,I,16,South Pacific,8,,USA - West Coast,New Zealand,836.3345753,2
SFO-SYD,SFO,SYD,B,20,South Pacific,71,46,USA - West Coast,Australia - New South Wales,3897.183609,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,54,,Australia - New South Wales,China - Southern,3070.41729,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,56,,Australia - New South Wales,Singapore,4012.643258,2
DXB-SOU,DXB,SOU,B,19,Middle East,32,,UAE,UK,3246.10298,2
SFO-SYD,SFO,SYD,B,20,South Pacific,57,,USA - West Coast,Australia - New South Wales,2208.665098,2
SFO-SYD,SFO,SYD,B,20,South Pacific,52,,USA - West Coast,Australia - New South Wales,3301.857063,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,47,20,Singapore,UAE,1957.202971,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,22,,Singapore,UK,5167.962382,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,38,,Australia - New South Wales,Singapore,3245.295951,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,57,56,Australia - New South Wales,UK,6687.119342,2
SOU-SYD,SOU,SYD,B,44,West Bound,35,,UK,Australia - New South Wales,7758.11513,2
SFO-SYD,SFO,SYD,I,20,South Pacific,18,,USA - West Coast,Australia - New South Wales,2854.340061,2
DXB-SOU,DXB,SOU,B,19,Middle East,67,,UAE,UK,3333.34196,2
DXB-SOU,DXB,SOU,I,19,Middle East,28,,UAE,UK,1548.942476,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,39,,Australia - New South Wales,UK,10022.48602,2
SOU-SYD,SOU,SYD,I,44,West Bound,7,,UK,Australia - New South Wales,4782.064832,2
SFO-SYD,SFO,SYD,B,20,South Pacific,51,,USA - West Coast,Australia - New South Wales,3788.220893,2
SFO-SYD,SFO,SYD,B,20,South Pacific,46,,USA - West Coast,Australia - New South Wales,2866.716278,2
AKL-SOU,AKL,SOU,B,59,Southeast Asia,49,,New Zealand,UK,10367.22817,2
AKL-SYD,AKL,SYD,B,4,New Zealand,24,23,New Zealand,Australia - New South Wales,350.1763774,2
SOU-SOU,SOU,SOU,B,99,West Bound,61,33,UK,UK,15273.47109,2
SOU-SOU,SOU,SOU,S,99,West Bound,85,,UK,UK,24368.74723,2
DXB-SOU,DXB,SOU,B,19,Middle East,25,,UAE,UK,2501.526132,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,85,21,UK,USA - West Coast,3804.239835,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,37,,UK,USA - West Coast,2103.923876,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,34,,Australia - New South Wales,UK,8253.005345,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,15,,Australia - Queensland,China - Southern,1326.339096,2
BNE-HKG,BNE,HKG,I,16,GB Reef/Queensland,6,,Australia - Queensland,China - Southern,923.6477435,2
SOU-SOU,SOU,SOU,B,99,West Bound,53,,UK,UK,27456.86691,1
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,91,49,Australia - New South Wales,China - Southern,3099.959589,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,33,,UK,USA - West Coast,5833.989026,1
HKG-DXB,HKG,DXB,B,17,Southeast Asia,97,,China - Southern,UAE,2930.995506,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,14,,Australia - New South Wales,China - Southern,2068.122617,1
SYD-SIN,SYD,SIN,B,25,Southeast Asia,42,,Australia - New South Wales,Singapore,3830.241407,2
SOU-SOU,SOU,SOU,S,99,West Bound,20,,UK,UK,25814.27705,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,65,,China - Southern,UAE,2602.788312,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,55,,China - Southern,UAE,2464.072863,2
AKL-SOU,AKL,SOU,B,59,Southeast Asia,51,,New Zealand,UK,10756.99304,2
AKL-SYD,AKL,SYD,I,4,New Zealand,14,,New Zealand,Australia - New South Wales,,2
AKL-SYD,AKL,SYD,I,4,New Zealand,14,,New Zealand,Australia - New South Wales,,2
SYD-SIN,SYD,SIN,I,25,Southeast Asia,21,,Australia - New South Wales,Singapore,3053.3842,2
SYD-SIN,SYD,SIN,I,25,Southeast Asia,35,34,Australia - New South Wales,Singapore,3870.113533,1
SOU-SOU,SOU,SOU,B,99,West Bound,69,,UK,UK,15041.90585,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,79,,China - Southern,UK,5640.601725,2
SYD-SOU,SYD,SOU,S,55,Southeast Asia,15,,Australia - New South Wales,UK,39071.79455,1
SYD-SOU,SYD,SOU,B,55,Southeast Asia,49,,Australia - New South Wales,UK,8014.059937,2
SOU-SYD,SOU,SYD,B,44,West Bound,39,,UK,Australia - New South Wales,6272.46802,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,38,,Australia - New South Wales,UK,11543.94066,1
SYD-SOU,SYD,SOU,O,55,Southeast Asia,37,36,Australia - New South Wales,UK,7453.349696,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,33,20,Singapore,UK,6026.62067,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,58,,Australia - New South Wales,China - Southern,2957.303967,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,14,,Australia - New South Wales,China - Southern,1211.027214,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,21,20,Australia - Queensland,China - Southern,1307.878928,2
SOU-SYD,SOU,SYD,I,44,West Bound,33,,UK,Australia - New South Wales,3050.655834,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,12,11,Australia - New South Wales,UK,9657.041437,1
SOU-SOU,SOU,SOU,B,99,West Bound,45,37,UK,UK,17633.87539,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,52,44,Australia - New South Wales,China - Southern,3245.922435,2
HKG-DXB,HKG,DXB,I,17,Southeast Asia,102,,China - Southern,UAE,2188.539504,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,82,,China - Southern,UAE,3504.585549,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,46,,China - Southern,UAE,3573.185398,2
SFO-SYD,SFO,SYD,B,20,South Pacific,63,,USA - West Coast,Australia - New South Wales,3657.969775,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,8,7,Australia - Queensland,China - Southern,1994.102746,2
SOU-SYD,SOU,SYD,B,44,West Bound,51,,UK,Australia - New South Wales,6882.363901,2
SOU-SYD,SOU,SYD,B,44,West Bound,38,,UK,Australia - New South Wales,10013.61163,1
SOU-SYD,SOU,SYD,S,44,West Bound,34,,UK,Australia - New South Wales,9487.64995,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,49,,China - Southern,UK,4866.406295,2
SFO-SYD,SFO,SYD,B,20,South Pacific,51,,USA - West Coast,Australia - New South Wales,2827.281238,2
SFO-SYD,SFO,SYD,B,20,South Pacific,52,39,USA - West Coast,Australia - New South Wales,3721.522795,2
SOU-AKL,SOU,AKL,S,40,West Bound,91,,UK,New Zealand,8869.472743,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,69,,China - Southern,UAE,2031.597555,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,62,,China - Southern,UAE,4649.862585,1
HKG-DXB,HKG,DXB,B,17,Southeast Asia,68,,China - Southern,UAE,3134.554728,2
SOU-SYD,SOU,SYD,I,44,West Bound,7,,UK,Australia - New South Wales,3288.598071,2
DXB-SOU,DXB,SOU,B,19,Middle East,36,,UAE,UK,1763.682033,2
DXB-SOU,DXB,SOU,B,19,Middle East,33,,UAE,UK,3497.625863,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,47,,Australia - New South Wales,UK,19401.49861,1
SYD-SOU,SYD,SOU,I,55,Southeast Asia,31,,Australia - New South Wales,UK,5962.710618,1
SYD-SOU,SYD,SOU,B,55,Southeast Asia,30,,Australia - New South Wales,UK,8103.566378,2
AKL-SIN,AKL,SIN,I,29,Southeast Asia,91,,New Zealand,Singapore,4813.843314,1
SOU-AKL,SOU,AKL,S,40,West Bound,98,98,UK,New Zealand,7535.938303,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,17,,China - Southern,UAE,2706.917158,2
SFO-SYD,SFO,SYD,B,20,South Pacific,94,,USA - West Coast,Australia - New South Wales,3731.962619,1
BNE-HKG,BNE,HKG,O,16,GB Reef/Queensland,30,29,Australia - Queensland,China - Southern,1543.844534,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,28,27,Australia - New South Wales,Australia - Queensland,402.4690825,2
SOU-AKL,SOU,AKL,B,40,West Bound,41,,UK,New Zealand,6236.754926,2
SFO-SYD,SFO,SYD,B,20,South Pacific,43,,USA - West Coast,Australia - New South Wales,3521.719536,2
AKL-DXB,AKL,DXB,O,40,Southeast Asia,86,84,New Zealand,UAE,5392.129711,2
DXB-SOU,DXB,SOU,B,19,Middle East,87,,UAE,UK,6144.903218,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,46,,UK,USA - West Coast,3497.665212,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,26,,UK,USA - West Coast,2693.204998,2
SIN-SOU,SIN,SOU,O,30,Southern Asia,28,19,Singapore,UK,3590.287786,2
HKG-SOU,HKG,SOU,I,36,Southeast Asia,8,,China - Southern,UK,4752.53772,1
DXB-SOU,DXB,SOU,B,19,Middle East,12,,UAE,UK,1563.266199,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,43,,Australia - New South Wales,Singapore,3827.292725,2
SOU-SOU,SOU,SOU,B,99,West Bound,72,,UK,UK,29171.36127,1
SOU-SFO,SOU,SFO,I,24,Panama Canal,34,,UK,USA - West Coast,1623.674191,2
DXB-SOU,DXB,SOU,B,19,Middle East,42,,UAE,UK,2834.690961,2
DXB-SOU,DXB,SOU,B,19,Middle East,25,,UAE,UK,1416.06273,2
DXB-SOU,DXB,SOU,O,19,Middle East,11,,UAE,UK,1572.224099,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,104,104,Australia - New South Wales,China - Southern,4274.140105,1
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,97,65,Australia - New South Wales,China - Southern,1844.601987,2
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,37,19,Australia - New South Wales,China - Southern,2521.216561,2
SIN-SOU,SIN,SOU,I,30,Southern Asia,36,35,Singapore,UK,4351.958111,2
DXB-SOU,DXB,SOU,B,19,Middle East,49,,UAE,UK,3269.626432,2
SOU-AKL,SOU,AKL,B,40,West Bound,77,18,UK,New Zealand,4766.148268,2
SOU-BNE,SOU,BNE,B,47,West Bound,45,44,UK,Australia - Queensland,9377.252485,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,33,,UK,USA - West Coast,2004.097758,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,37,,UK,USA - West Coast,2102.153447,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,11,,Australia - Queensland,China - Southern,1568.372327,2
SOU-SOU,SOU,SOU,B,99,West Bound,63,,UK,UK,15974.49316,2
SOU-SOU,SOU,SOU,O,99,West Bound,86,54,UK,UK,8186.671642,2
SOU-SOU,SOU,SOU,B,99,West Bound,81,35,UK,UK,14966.28013,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,28,,UK,USA - West Coast,3251.060139,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,28,,UK,USA - West Coast,2250.301543,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,99,,Australia - New South Wales,UK,8294.678271,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,36,,UK,USA - West Coast,2872.178672,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,33,,UK,USA - West Coast,1595.259542,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,31,14,UK,USA - West Coast,1952.655794,2
BNE-HKG,BNE,HKG,O,16,GB Reef/Queensland,6,,Australia - Queensland,China - Southern,1482.005229,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,41,40,Australia - Queensland,UK,8804.612271,2
SOU-SOU,SOU,SOU,B,99,West Bound,70,,UK,UK,13653.48392,2
SYD-SOU,SYD,SOU,S,55,Southeast Asia,25,,Australia - New South Wales,UK,17312.35432,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,36,,Australia - New South Wales,UK,3945.240046,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,15,0,UK,USA - West Coast,2646.815107,1
SOU-SOU,SOU,SOU,I,99,West Bound,7,,UK,UK,11308.47751,2
SOU-SOU,SOU,SOU,B,99,West Bound,7,,UK,UK,15712.77123,2
SOU-SOU,SOU,SOU,O,99,West Bound,49,,UK,UK,11640.62167,2
SOU-SOU,SOU,SOU,B,99,West Bound,63,48,UK,UK,16224.1773,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,87,,China - Southern,UAE,3242.844018,2
SOU-SOU,SOU,SOU,B,99,West Bound,94,14,UK,UK,23884.35474,1
SOU-SOU,SOU,SOU,B,99,West Bound,69,,UK,UK,13312.03484,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,59,,China - Southern,UAE,2545.586776,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,14,14,China - Southern,UAE,3035.950364,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,54,,China - Southern,UAE,4616.006154,1
SOU-SOU,SOU,SOU,B,99,West Bound,43,,UK,UK,18782.90004,2
SOU-SOU,SOU,SOU,B,99,West Bound,29,,UK,UK,19874.63186,2
SOU-SYD,SOU,SYD,S,44,West Bound,91,,UK,Australia - New South Wales,10262.18896,2
SOU-SOU,SOU,SOU,I,99,West Bound,36,,UK,UK,9731.810531,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,61,,China - Southern,UAE,2645.089859,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,68,,China - Southern,UAE,2106.273699,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,53,,China - Southern,UAE,3101.643995,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,95,,China - Southern,UK,4992.548894,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,46,,China - Southern,UK,6508.033329,2
SOU-SOU,SOU,SOU,S,99,West Bound,14,,UK,UK,24085.20395,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,36,,Singapore,UK,5386.91275,2
SOU-SYD,SOU,SYD,B,44,West Bound,35,,UK,Australia - New South Wales,5124.35153,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,97,,Singapore,UK,4476.001547,2
SOU-SOU,SOU,SOU,B,99,West Bound,51,1,UK,UK,12167.72416,2
SOU-SOU,SOU,SOU,O,99,West Bound,40,,UK,UK,23044.28348,1
SOU-SOU,SOU,SOU,B,99,West Bound,19,19,UK,UK,20154.67905,2
SOU-SOU,SOU,SOU,I,99,West Bound,14,,UK,UK,11633.75878,2
SOU-SYD,SOU,SYD,I,44,West Bound,35,,UK,Australia - New South Wales,2682.610571,2
SOU-SYD,SOU,SYD,I,44,West Bound,34,,UK,Australia - New South Wales,3709.089659,2
DXB-SOU,DXB,SOU,B,19,Middle East,81,,UAE,UK,1921.165552,2
DXB-SOU,DXB,SOU,B,19,Middle East,27,,UAE,UK,2174.308365,2
SFO-SYD,SFO,SYD,B,20,South Pacific,42,,USA - West Coast,Australia - New South Wales,3178.349115,2
SFO-SYD,SFO,SYD,B,20,South Pacific,40,,USA - West Coast,Australia - New South Wales,6774.664063,1
AKL-SYD,AKL,SYD,B,4,New Zealand,22,,New Zealand,Australia - New South Wales,366.6368597,2
SFO-AKL,SFO,AKL,I,16,South Pacific,8,,USA - West Coast,New Zealand,676.5737021,2
SFO-SYD,SFO,SYD,B,20,South Pacific,55,,USA - West Coast,Australia - New South Wales,3230.684262,2
SFO-SYD,SFO,SYD,B,20,South Pacific,62,,USA - West Coast,Australia - New South Wales,3751.539818,2
