"","id","Hours","Day","Pride","Love","Hope","Gratitude","Joy","Satisfaction","Awe","Amusement","Alertness","Anxiety","Disdain","Offense","Guilt","Disgust","Fear","Embarrassment","Sadness","Anger"
"173",156,19,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0
"174",156,19,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"175",156,19,7,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1
"176",156,20,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"177",156,20,7,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"178",156,21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179",156,21,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
"180",156,21,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"181",181,15,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"182",181,21,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"183",183,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184",183,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"185",185,14,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"186",185,20,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"187",187,16,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"188",187,18,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"189",189,11,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"190",189,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191",191,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192",191,9,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"193",191,12,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"194",191,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"195",191,15,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"196",191,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",191,19,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"198",191,19,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"199",191,20,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"200",200,7,7,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"201",200,11,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"202",202,13,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"203",202,16,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"204",202,19,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"205",205,12,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"206",205,14,3,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1
"207",205,15,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1
"208",208,8,7,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",208,11,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"210",208,18,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"211",208,20,7,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",212,8,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"213",212,8,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"214",212,16,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
"215",212,19,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"216",212,20,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"217",217,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218",217,11,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
"219",217,12,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"220",220,15,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"221",220,16,3,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0
"222",222,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"223",222,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"224",222,9,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"225",222,10,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"226",222,11,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"227",222,11,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"228",222,12,5,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1
"229",222,12,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"230",222,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"231",222,16,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"232",222,17,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"233",222,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"234",222,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"235",222,20,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
"236",222,20,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"237",237,9,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"238",237,11,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"239",237,12,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"240",237,12,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"241",237,16,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242",237,20,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243",243,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244",243,8,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"245",243,10,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"246",243,10,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"247",243,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"248",243,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",243,19,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"250",250,8,2,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
"251",250,10,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"252",250,11,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
"253",250,13,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"254",254,10,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
"255",254,14,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"256",256,9,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"257",256,10,7,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"258",258,14,2,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
"259",258,23,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
"260",260,8,7,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",260,10,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"262",260,16,6,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",260,18,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"264",264,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265",264,8,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"266",264,9,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"267",264,11,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"268",264,12,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"269",264,15,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"270",264,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271",271,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"272",271,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"273",271,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"274",271,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"275",275,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276",275,19,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"277",277,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278",277,8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"279",277,11,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280",277,11,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"281",277,12,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"282",277,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283",277,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284",277,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285",277,14,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"286",277,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287",277,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288",277,16,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"289",277,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290",277,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291",277,17,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292",277,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"293",277,18,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"294",277,19,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"295",277,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296",277,20,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"297",277,20,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"298",277,20,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
